row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b1087,atlassian,PUT,/rest/api/3/workflowscheme/{id},updateWorkflowScheme,Update workflow scheme,"Updates a workflow scheme, including the name, default workflow, issue type to project mappings, and more. If the workflow scheme is active (that is, being used by at least one project), then a draft workflow scheme is created or updated instead, provided that `updateDraftIfNeeded` is set to `true`. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,put default w workflow scheme,buildset-2026-09-18
b1088,atlassian,DELETE,/rest/api/3/issue/{issueIdOrKey}/worklog/{worklogId}/properties/{propertyKey},deleteWorklogProperty,Delete worklog property,"Deletes a worklog property. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.  *  If the worklog has visibility restrictions, belongs to the group or has the role visibility is restricted to.",x,high,a deletes property no restore,buildset-2026-09-18
b1089,atlassian,DELETE,/rest/api/3/project/{projectIdOrKey}/avatar/{id},deleteProjectAvatar,Delete project avatar,Deletes a custom avatar from a project. Note that system avatars cannot be deleted. **[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg).,x,high,a deletes project avatar no restore,buildset-2026-09-18
b1090,atlassian,DELETE,/rest/api/3/screens/{screenId}/tabs/{tabId},deleteScreenTab,Delete screen tab,Deletes a screen tab. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,a deletes screen tab,buildset-2026-09-18
b1091,atlassian,PUT,/rest/api/3/component/{id},updateComponent,Update component,"Updates a component. Any fields included in the request are overwritten. If `leadAccountId` is an empty string ("""") the component lead is removed. This operation can be accessed anonymously. **[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project containing the component or *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,PUT default w,buildset-2026-09-18
b1092,atlassian,DELETE,/rest/api/3/screens/{screenId},deleteScreen,Delete screen,"Deletes a screen. A screen cannot be deleted if it is used in a screen scheme, workflow, or workflow draft. Only screens used in classic projects can be deleted.",x,high,a deletes screen no restore,buildset-2026-09-18
b1093,atlassian,PUT,/rest/api/3/priority/move,movePriorities,Move priorities,Changes the order of issue priorities. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,w changes order settable back,buildset-2026-09-18
b1094,atlassian,PUT,/rest/api/3/filter/{id}/favourite,setFavouriteForFilter,Add filter as favorite,"Add a filter as a favorite for the user. **[Permissions](#permissions) required:** Permission to access Jira, however, the user can only favorite:  *  filters owned by the user.  *  filters shared with a group that the user is a member of.  *  filters shared with a private project that the user has *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for.  *  filters shared with a public project.  *  filters shared with the public.",w,high,PUT default toggle favorite settable back,buildset-2026-09-18
b1095,atlassian,DELETE,/rest/api/3/role/{id}/actors,deleteProjectRoleActorsFromRole,Delete default actors from project role,"Deletes the [default actors](#api-rest-api-3-resolution-get) from a project role. You may delete a group or user, but you cannot delete a group and a user in the same request. Changing a project role's default actors does not affect project role members for projects already created. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",x,high,DELETE method wins no restore named,buildset-2026-09-18
b1096,atlassian,PUT,/rest/api/3/screens/{screenId},updateScreen,Update screen,Updates a screen. Only screens used in classic projects can be updated. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,PUT default edits screen,buildset-2026-09-18
b1097,atlassian,POST,/rest/api/3/workflow/transitions/{transitionId}/properties,createWorkflowTransitionProperty,Create workflow transition property,"Adds a property to a workflow transition. Transition properties are used to change the behavior of a transition. For more information, see [Transition properties](https://confluence.atlassian.com/x/zIhKLg#Advancedworkflowconfiguration-transitionproperties) and [Workflow properties](https://confluence.atlassian.com/x/JYlKLg). **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,ii plain create property,buildset-2026-09-18
b1098,atlassian,DELETE,/rest/api/3/workflowscheme/{id}/draft/default,deleteDraftDefaultWorkflow,Delete draft default workflow,"Resets the default workflow for a workflow scheme's draft. That is, the default workflow is set to Jira's system workflow (the *jira* workflow). **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",x,low,DELETE method default no named restore,buildset-2026-09-18
b1099,atlassian,PUT,/rest/api/3/app/field/{fieldIdOrKey}/value,updateCustomFieldValue,Update custom field value,Updates the value of a custom field on one or more issues. Custom fields can only be updated by the Forge app that created them. **[Permissions](#permissions) required:** Only the app that created the custom field can update its values with this operation.,w,high,PUT default edits field value,buildset-2026-09-18
b1100,atlassian,DELETE,/rest/api/3/dashboard/{dashboardId}/gadget/{gadgetId},removeGadget,Remove gadget from dashboard,"Removes a dashboard gadget from a dashboard. When a gadget is removed from a dashboard, other gadgets in the same column are moved up to fill the emptied position. **[Permissions](#permissions) required:** None.",x,high,DELETE removes gadget method wins,buildset-2026-09-18
b1101,atlassian,DELETE,/rest/api/3/webhook,deleteWebhookById,Delete webhooks by ID,"Removes webhooks by ID. Only webhooks registered by the calling app are removed. If webhooks created by other apps are specified, they are ignored. **[Permissions](#permissions) required:** Only [Connect](https://developer.atlassian.com/cloud/jira/platform/#connect-apps) and [OAuth 2.0](https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps) apps can use this operation.",x,high,a deletes webhooks no restore,buildset-2026-09-18
b1102,atlassian,POST,/rest/api/3/workflowscheme/{id}/draft/publish,publishDraftWorkflowScheme,Publish draft workflow scheme,"Publishes a draft workflow scheme. Where the draft workflow includes new workflow statuses for an issue type, mappings are provided to update issues with the original workflow status to the new workflow status. This operation is [asynchronous](#async). Follow the `location` link in the response to determine the status of the task and use [Get task](#api-rest-api-3-task-taskId-get) to obtain updates. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluenc",x,high,publishes draft workflow scheme,buildset-2026-09-18
b1103,atlassian,PUT,/rest/api/3/project/{projectIdOrKey}/properties/{propertyKey},setProjectProperty,Set project property,"Sets the value of the [project property](https://developer.atlassian.com/cloud/jira/platform/storing-data-without-a-database/#a-id-jira-entity-properties-a-jira-entity-properties). You can use project properties to store custom data against the project. The value of the request body must be a [valid](http://tools.ietf.org/html/rfc4627), non-empty JSON blob. The maximum length is 32768 characters. This operation can be accessed anonymously. **[Permissions](#permissions) required:** *Administer Ji",w,high,put default w sets property,buildset-2026-09-18
b1104,atlassian,PUT,/rest/api/3/screenscheme/{screenSchemeId},updateScreenScheme,Update screen scheme,Updates a screen scheme. Only screen schemes used in classic projects can be updated. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,PUT default w,buildset-2026-09-18
b1105,atlassian,DELETE,/rest/api/3/issueLink/{linkId},deleteIssueLink,Delete issue link,"Deletes an issue link. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  Browse project [project permission](https://confluence.atlassian.com/x/yodKLg) for all the projects containing the issues in the link.  *  *Link issues* [project permission](https://confluence.atlassian.com/x/yodKLg) for at least one of the projects containing issues in the link.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, permission to view",x,high,delete method no trash,buildset-2026-09-18
